StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q34,Q6,Q12,Q13,Q14,Q16,Q39_1,Q39_2,Q39_3,Q39_4,Q33,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q37_11,Q37_12,Q37_13,Q37_14,Q37_15,Q37_16,Q37_17,Q37_18,Q37_18_TEXT,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_9_TEXT,Q25,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q35_9,Q35_10,Q35_11,Q35_12,Q35_13,Q35_13_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_5_TEXT,Q27,Q28,Q28_5_TEXT,Q29,Q30,Q31,Q31_5_TEXT,Q44,Q25,Q26,Q38,Q33,Q35,Q34,Q34_5_TEXT,Q25 - Parent Topics,Q25 - Topics,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions,Q25 - Topic Hierarchy Level 1
2023-04-17 08:28:02,2023-04-17 08:30:34,IP Address,53,151,False,2023-05-01 08:30:39,R_1Iuz5sd1V2fbgBr,anonymous,UK,Yes,Yes,Yes,Yes,Yes,8 місяців тому,Брашов,Probably yes,Secondary education,Fluent,Fluent,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-17 08:42:18,2023-04-17 08:49:05,IP Address,85,406,False,2023-05-01 08:49:07,R_4Gk4K6eo8rXqRG1,anonymous,UK,Yes,Yes,Yes,Yes,Yes,1 травня 2022,"Константа,Румунія ",Probably yes,Master or equivalent level,Fluent,Fluent,Basic,,,,,,,,,,,,,,Sometimes,,,,,,,,,,Sometimes,,,,,,,,,Fully trusted it,,I did not trust it,I did not trust it,I did not trust it,I did not trust it,,Somehow trusted it,Somehow trusted it,,Somehow trusted it,Fully trusted it,,,3,1,2,4,5,,Yes,Other:,,,Yes,Reliable,,,,,,,,,,,,0,,0,0,,0.14285714285714285,"QID34,QID41,QID56",
2023-05-01 08:41:52,2023-05-01 08:55:34,IP Address,100,822,True,2023-05-01 08:55:35,R_sEXLdsf7khxWHlv,anonymous,UK,Yes,Yes,Yes,Yes,No,"11 вересня 2022 ",братислава,Probably not,Secondary education,Fluent,Basic,Intermediate,Intermediate,,Never,Never,Never,Never,Sometimes,Never,Never,Most of the time,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,,,Never,Sometimes,Never,Sometimes,Sometimes,Most of the time,Never,Never,Never,,Групи у телеґрамі,Fully trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,I did not trust it,Somehow trusted it,Somehow trusted it,,,4,2,3,1,5,,Not Applicable: I did not have a look at the information provided by organizations,Other:,не була надана,.,,,,,Definitely yes,,I found a part fo the necessary information for my migration journey,,на самому початку виникали труднощі з находженням інформації про процес реєстрування в країні,"Infographics,Videos,Text",,,Unknown,0,,0,0,,0.1111111111111111,"QID38,QID56,QID58",
2023-04-17 09:02:10,2023-04-17 09:02:41,IP Address,9,30,False,2023-05-01 09:03:10,R_3mkpluzf8kt2rxT,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-17 09:36:36,2023-04-17 09:38:15,IP Address,53,99,False,2023-05-01 09:38:20,R_3k1UBmuTMOrBS9U,anonymous,EN,Yes,Yes,Yes,Yes,Yes,13.03.2022,Брашов,Probably yes,Secondary education,Basic,Basic,Fluent,Fluent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-17 09:42:06,2023-04-17 09:42:56,IP Address,26,49,False,2023-05-01 09:43:00,R_2y48fKyM4KPx125,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-17 09:42:37,2023-04-17 09:43:06,IP Address,9,29,False,2023-05-01 09:43:09,R_1rqQQ2O8bI69WYk,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-17 09:37:18,2023-04-17 09:45:59,IP Address,62,520,False,2023-05-01 09:46:06,R_PNAFDukKKa5tOcF,anonymous,UK,Yes,Yes,Yes,Yes,Yes,07.09.22,Брашов,Probably yes,Master or equivalent level,Fluent,Fluent,Basic,,,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Never,Sometimes,Most of the time,Most of the time,,Sometimes,,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Never,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0.07692307692307693,QID34,
2023-04-17 09:47:44,2023-04-17 09:54:26,IP Address,62,401,False,2023-05-01 09:54:27,R_3GfWe55zucyrgGc,anonymous,EN,Yes,Yes,Yes,Yes,Yes,03.03.2022,Brasov,Probably yes,Master or equivalent level,Fluent,Basic,Fluent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable: I did not have a look at the information provided by organizations,Credible,,"Потому что моя семья в страхе уехала из Украины,мы не знали куда мы приедем,как мы будем жить,главное было спасать детей.",,,,,,,,,,,,,,1,QID41,0,0,,0,,
2023-04-17 10:01:24,2023-04-17 10:02:13,IP Address,26,49,False,2023-05-01 10:02:20,R_2uJvKcDmKUrrXY8,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-17 09:55:38,2023-04-17 10:03:26,IP Address,53,468,False,2023-05-01 10:03:33,R_2tan5YF7ZZYVgr3,anonymous,UK,Yes,Yes,Yes,Yes,Yes,17.04.2022,"Брашов ",Probably not,Master or equivalent level,Fluent,Intermediate,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0.09090909090909091,QID58,
2023-04-17 09:48:26,2023-04-17 10:09:45,IP Address,26,1278,False,2023-05-01 10:09:49,R_1EhVkHjU0cAA7va,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-17 10:15:53,2023-04-17 10:21:12,IP Address,62,319,False,2023-05-01 10:21:16,R_2WUqk4u0SZDQlvk,anonymous,UK,Yes,Yes,Yes,Yes,Yes,28.01.2023,Братислава,Probably not,Master or equivalent level,Fluent,Fluent,Basic,Basic,,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Most of the time,Never,Never,Never,Never,Never,Never,,,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0.07692307692307693,QID34,
2023-04-17 10:45:02,2023-04-17 10:45:23,IP Address,9,20,False,2023-05-01 10:45:26,R_3iVGr1P0bez6nBM,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-17 11:32:32,2023-04-17 11:33:07,IP Address,26,35,False,2023-05-01 11:33:08,R_2TS4U4ZqSgfYxDk,anonymous,EN,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-17 11:35:59,2023-04-17 11:36:14,IP Address,9,14,False,2023-05-01 11:36:15,R_3Ocqsja0u1esnN9,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-17 11:57:30,2023-04-17 11:57:46,IP Address,9,15,False,2023-05-01 11:57:46,R_12KIOv0pXzd1jvc,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-17 12:27:43,2023-04-17 12:46:06,IP Address,38,1102,False,2023-05-01 12:46:06,R_265MFknHI7zUKM9,anonymous,UK,Yes,Yes,Yes,Yes,Yes,30.03.2023,Odesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-17 13:20:11,2023-04-17 13:27:48,IP Address,62,456,False,2023-05-01 13:27:49,R_AuihSnzzhX16Crv,anonymous,UK,Yes,Yes,Yes,Yes,No,Я залишаюсь в Україні,Вінниця,Definitely yes,Bachelor or equivalent level,Fluent,Fluent,Intermediate,Fluent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0.23076923076923078,"QID34,QID48,QID49",
2023-04-17 13:24:38,2023-04-17 13:28:51,IP Address,53,252,False,2023-05-01 13:28:52,R_qBXtvMIYeDCr1Cx,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Березень 2022,Брашов,Probably not,Bachelor or equivalent level,,,Fluent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-17 15:37:33,2023-04-17 15:48:37,IP Address,85,663,False,2023-05-01 15:48:40,R_3k21J1bZ7DKKxvn,anonymous,UK,Yes,Yes,Yes,Yes,Yes,"15.03.22 виїхала, 15.07.22 повернулася, 08.02.23 знову виїхала",вроцлав,Probably not,Secondary education,Fluent,Intermediate,Basic,Basic,,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Never,Sometimes,Sometimes,Never,Sometimes,Most of the time,Most of the time,Never,Never,Never,,Sometimes,,,Most of the time,Sometimes,Never,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,,,"допомога у вроцлаві(viber), допомога українцям в польщі",Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,I did not trust it,Fully trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,,,4,3,2,1,5,,Not Applicable: I did not have a look at the information provided by organizations,Accurate,,,,,,,,,,,,,,,Unknown,0,,0,0,,0.13636363636363635,"QID41,QID56,QID58",
2023-04-17 19:12:46,2023-04-17 19:13:22,IP Address,9,36,False,2023-05-01 19:13:26,R_3q7o1v0chqwm2Mm,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-18 02:34:51,2023-04-18 02:36:34,IP Address,9,102,False,2023-05-02 02:36:37,R_3en9KEk93w5XZrq,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-18 03:07:57,2023-04-18 03:09:02,IP Address,26,64,False,2023-05-02 03:28:29,R_urK6xCEA7rUKwaB,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-02 03:42:57,2023-05-02 03:51:20,IP Address,100,502,True,2023-05-02 03:51:21,R_1mUCCw0SvksZziT,anonymous,EN,Yes,Yes,Yes,No,Yes,february 2022,Kyiv,Definitely yes,Master or equivalent level,,Fluent,Fluent,,,,,,,,,,,,,Most of the time,,Most of the time,,,,,,,,,,,,,,,Most of the time,Border Police Romania,Border Police Romania,,,,,,,,,Fully trusted it,,,,,,3,4,1,2,5,,Sometimes,Reliable,,,,,,,Definitely yes,,I found little information,,driving and looking for info  - take time to stop and search,Infographics,,,Unknown,1,"QID12,QID13",0,0,,0.11538461538461539,"QID38,QID41,QID56",
2023-04-18 03:34:17,2023-04-18 03:34:54,IP Address,26,36,False,2023-05-02 04:00:45,R_3PjhhcNjfUc9grN,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-02 04:10:02,2023-05-02 04:30:05,IP Address,100,1203,True,2023-05-02 04:30:06,R_296r1NpmcqAnE65,anonymous,UK,Yes,Yes,Yes,Yes,Yes,8 березня 2022,Варшава,Probably yes,Master or equivalent level,Fluent,Fluent,Fluent,Basic,,Never,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Never,Sometimes,Sometimes,Sometimes,Most of the time,Never,Never,Never,Sometimes,Never,Sometimes,Never,,Most of the time,Most of the time,Sometimes,Never,Most of the time,Sometimes,Sometimes,Never,Never,,"Facebook, UNHCR, www.gov.pl",Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,I did not trust it,I did not trust it,Somehow trusted it,Somehow trusted it,Fully trusted it,I did not trust it,Somehow trusted it,Fully trusted it,,Міністерство закордонних справ України www.mfa.gov.ua,5,3,1,4,2,MFA of Ukraine webpage,Yes,"Reliable,Credible,Accurate",,,,,,I don't trust Red Cross organisations after the scandal in Ukraine in 2022,Might or might not,"Official websites of the organisations, Official Facebook pages, online Ukrainian mass media (news)",I found a part fo the necessary information for my migration journey,,Language barrier in hospitals. Not so many Polish medical staff speaks English.,Text,,,Unknown,0,,0,0,,0.038461538461538464,QID41,
2023-05-02 05:06:30,2023-05-02 05:23:06,IP Address,100,995,True,2023-05-02 05:23:07,R_1LulXD6MJbhJM1B,anonymous,UK,Yes,Yes,Yes,Yes,Yes,26.02.2022,сарагоса,Definitely yes,Master or equivalent level,Fluent,Fluent,Intermediate,Intermediate,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Never,Sometimes,Most of the time,Most of the time,Never,Sometimes,Sometimes,Sometimes,Sometimes,,,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Never,Sometimes,,,"Телеграм канали ""Українці в Польщі"", ""Українці в Іспанії"", ""Українці в Сарагосі"", групи в Facebook ",Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,Fully trusted it,,,4,3,2,1,5,,Yes,"Reliable,Credible,Other:",Але не завжди зрозуміла іноземцю,Тому що в деяких випадках надана інформація не роз'яснювала повністю ситуацію.,Yes,"Reliable,Credible",,,Definitely not,На 100 відсотків довіряю лише урядовим сайтам та офіційним джерелам інформації,I found all information necessary for my migration journey,,"До того моменту, коли почала розуміти і говорити іспанською, мені потрібен був перекладач щоб оформлювати документи та вирішувати інші питання. Було би добре у всіх урядових та адміністративних організаціях мати штатного перекладача ибо асистенцію онлайн при прийомі ",Infographics,,,Unknown,0,,0,0,,0.038461538461538464,QID56,
2023-04-18 06:54:36,2023-04-18 06:54:54,IP Address,9,18,False,2023-05-02 06:57:02,R_2VyJwnNYBvBNM9O,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-18 07:08:32,2023-04-18 07:11:38,IP Address,71,185,False,2023-05-02 07:30:34,R_1mFt5vUVK7gTn6w,anonymous,EN,Yes,Yes,Yes,Yes,No,04-03-2023,rtdm,Definitely yes,Master or equivalent level,Fluent,Fluent,Fluent,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable: I did not have a look at the information provided by organizations,Transparent,,,,,,,,,,,,,,,,1,QID13,0,0,,0.125,"QID41,QID56",
2023-04-18 08:11:52,2023-04-18 08:12:43,IP Address,26,51,False,2023-05-02 08:28:52,R_3nPqOGquhOZm9Kq,anonymous,EN,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-18 04:38:00,2023-04-18 08:32:29,IP Address,18,14068,False,2023-05-02 08:42:08,R_2b11WZlMpa7kKTz,anonymous,EN,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-18 07:37:48,2023-04-18 09:03:27,IP Address,6,5138,False,2023-05-02 09:05:56,R_uxEQJa3DWt3MM6Z,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-18 09:26:05,2023-04-18 09:30:23,IP Address,38,258,False,2023-05-02 10:16:07,R_1eLF1tbl1uXoQxm,anonymous,EN,Yes,Yes,Yes,Yes,Yes,03-27-2022,Radomyshl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,QID13,0,0,,0,,
2023-04-18 10:35:32,2023-04-18 10:35:55,IP Address,9,22,False,2023-05-02 11:16:07,R_2wodwlAQ3Bk0hKR,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-18 10:32:23,2023-04-18 10:32:59,IP Address,26,36,False,2023-05-02 11:22:24,R_1Gw7WTUU4NZrPMJ,anonymous,EN,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-02 16:22:22,2023-05-02 16:38:19,IP Address,100,956,True,2023-05-02 16:38:19,R_324OF0Wtv9SmvCH,anonymous,UK,Yes,Yes,Yes,Yes,Yes,"1,2 місяці","Братислава ",Probably not,Secondary education,Fluent,Intermediate,Basic,Intermediate,,Most of the time,,,,Most of the time,,Never,,Sometimes,,Most of the time,,Never,,Sometimes,,Most of the time,,"В Словачинні діє російська пропаганда, що не може не обурювати. Самі громадяни Словачинни достовірної інформації не знають.(говорю про людей які зустрічалися мені)",Sometimes,Most of the time,Never,Never,Sometimes,Never,Never,Never,,,,Somehow trusted it,,,Fully trusted it,,,,,,,Somehow trusted it,Somehow trusted it,,,1,2,4,5,3,,Yes,Credible,,,,,,,Definitely not,,I found a part fo the necessary information for my migration journey,,"Ту інформацію яку я потребувала мені в повній мірі надали у центрі для біженців, ",Text,,,,0,,0,0,,0.18518518518518517,"QID34,QID41,QID56,QID58,QID38",
2023-04-18 20:23:52,2023-04-18 20:23:58,IP Address,6,6,False,2023-05-02 20:24:03,R_4TjXaT9WlUhcUnv,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-19 04:35:07,2023-04-19 04:38:45,IP Address,69,218,False,2023-05-03 04:38:49,R_2f0xiD6IlfztEOK,anonymous,EN,Yes,Yes,Yes,Yes,Yes,26 Feb 2022,Warsaw,Probably yes,Secondary education,Fluent,Intermediate,,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,"Reliable,Accurate",,,,,,,,,,,,,,,,1,QID12,0,0,,0.17647058823529413,"QID41,QID56,QID58",
2023-04-18 13:54:45,2023-04-19 06:14:10,IP Address,9,58764,False,2023-05-03 06:14:13,R_3GewuYj60vmNTLH,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-03 03:20:26,2023-05-03 06:14:11,IP Address,100,10424,True,2023-05-03 06:14:13,R_1N3UIVgyQVVEqtS,anonymous,EN,Yes,Yes,Yes,Yes,Yes,"Begining of March, 2022",Dublin,Definitely yes,Master or equivalent level,Fluent,Fluent,Fluent,,,Most of the time,Never,Never,Never,Never,Never,Most of the time,Sometimes,Never,Never,Most of the time,Most of the time,Most of the time,Never,Never,Sometimes,Most of the time,Never,,Never,Never,Never,Most of the time,Most of the time,Never,Never,Never,Never,,citizensinformation.ie/en      https://www.irishimmigration.ie/uk/faqs-for-ukraine-nationals-and-residents-of-ukraine/,Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,Fully trusted it,Fully trusted it,I did not trust it,Fully trusted it,I did not trust it,,3,4,1,2,5,,Yes,"Reliable,Accurate",,"official sources ",Yes,"Reliable,Accurate",,,Definitely not,"I don't ",I found all information necessary for my migration journey,,"I have not found any challenges ","Infographics,Text",,,Unknown,1,QID34,0,0,,0.038461538461538464,QID56,
2023-05-03 07:28:27,2023-05-03 07:36:35,IP Address,100,488,True,2023-05-03 07:36:37,R_33Bx7bNjBpcy0gV,anonymous,EN,Yes,Yes,Yes,Yes,Yes,February 2022,"Constanta ",Probably yes,Bachelor or equivalent level,Fluent,Fluent,Fluent,Basic,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Never,Most of the time,Sometimes,Never,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Never,,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Never,Sometimes,Sometimes,Never,,Groups of help in Facebook and local Telegram groups,Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,,4,3,2,1,5,,Yes,Reliable,,"All info have been correct ",Yes,Reliable,,I got money and goods from them exactly in time,Definitely yes,"Telegram local group,couse a lot of Ukrainians share their experience there",I found all information necessary for my migration journey,,"How to create a bank account,how to solve health issues,where I can find trustfull car repar services ",Text,,,Unknown,1,QID12,0,0,,0,,
2023-04-19 08:21:05,2023-04-19 08:22:07,IP Address,17,61,False,2023-05-03 08:22:11,R_3qeN8rNR9lxMru9,anonymous,EN,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-03 09:29:30,2023-05-03 09:57:51,IP Address,100,1700,True,2023-05-03 09:57:52,R_T5kdrPEKpOBe8iB,anonymous,UK,Yes,Yes,Yes,Yes,Yes,май 2022,"жили в донецке, сейчас живём в брашове ",Probably yes,Bachelor or equivalent level,Fluent,Fluent,Basic,Basic,,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Never,Most of the time,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,,Most of the time,Most of the time,Never,Never,Sometimes,Sometimes,Never,Sometimes,,,"чат в телеграмме брашов для украинцев ",Somehow trusted it,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,,2,4,1,3,5,,Yes,Accurate,,"я затрудняюсь ответить ",Yes,Credible,,"затрудняюсь ответить ",Definitely not,"затрудняюсь ответить ",I found a part fo the necessary information for my migration journey,,трудности в общении из-за незнания языка,"Videos,Text",,,Unknown,0,,0,0,,0,,
2023-04-19 09:52:18,2023-04-19 10:00:47,IP Address,83,509,False,2023-05-03 10:00:59,R_pN1zm7ekBvnUcOB,anonymous,UK,Yes,Yes,Yes,Yes,Yes,March 2022,Iasi,Probably yes,Bachelor or equivalent level,Fluent,Fluent,Fluent,Basic,,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Never,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Never,,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Never,,Telegram channels,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,,I did not trust it,,4,3,2,1,5,,Not Applicable: I did not have a look at the information provided by organizations,Credible,,,Yes,"Reliable,Credible",,,,,,,,,,,Unknown,0,,0,0,,0.09523809523809523,"QID41,QID56",
